,title_g,description_g,manufacturer_g,price_g,id_g
989,164-04052 microsoft office publisher 2007 - version upgrade package - 1 pc - cd - win - en,microsoft 164-04052 : usually ships in 24 hours : in stock : office publisher 2007 will help people create and distribute a wide variety of high-quality publications and marketing materials - from single-page fliers to more complex brochures ...,,88.8,http://www.google.com/base/feeds/snippets/13394287150608509144
990,architecture-centric software project management: a practical guide,architecture-centered software project planning (acspp) is an important software development methodology for planning software projects. by utilizing software architecture when managing projects practitioners experience better success completing ...,,39.59,http://www.google.com/base/feeds/snippets/8362895978156173
991,panda software enterprisecure truprevent 101-250u 3yr - ub3prpesad,,,73.0,http://www.google.com/base/feeds/snippets/18440108050883260642
992,three-to-a-page itemized invoice checks,descriptive invoice box printed on check for listing invoice numbers and notes.no carbons no mess! choose 1- or 2-part carbonless safety paper checks in your choice of blue green or yellow tint background.stub records date amount and name of ...,,104.39,http://www.google.com/base/feeds/snippets/12493670640490574677
993,simply magazine finance your business,,,3.1,http://www.google.com/base/feeds/snippets/18014351345232205148
994,01-ssc-6780 sonicwall email security transition from mailfrontier - license - 1 server 50 u,sonicwall 01-ssc-6780 : usually ships in 24 hours : : today's businesses need robust yet simple e-mail threat protection that takes minutes not hours per week to manage.,,519.03,http://www.google.com/base/feeds/snippets/12901017627274027788
995,pearson education book: the photoshop cs2 book for digital photographers photoshop software,book: the photoshop cs2 book for digital photographers by scott kelby the photoshop cs2 book for digital photographers - scott kelby the best-selling photoshop author in the world today once again takes this book to a whole new level as he uncovers ...,,44.95,http://www.google.com/base/feeds/snippets/18382710725047504863
996,hal leonard musicmaker,with musicmaker you can play 15 pop hits today even if you have no music background! this unique cd-rom gives you five options: one key play ? tap out the timing to play the melody along with a backing track; jamtrax? ? play any key an,,22.13,http://www.google.com/base/feeds/snippets/18114452592641877631
997,anytime(tm) organizer 11,increase your productivity at home or the office with anytime(tm) organizer 11 a powerful software jam-packed with organizational features aimed at making the most of your time. take advantage of 250 types of calendars schedulers expense reports ...,,29.99,http://www.google.com/base/feeds/snippets/14848218554019406958
998,quicken(r) quickbooks(r) microsoft money(r) and simply money(r) elegant laser checks,add style to your laser or inkjet checks!choose from several designs. all the great features of the laser checks but in your choice of elegant beige stripes with teal border light blue marble finish with darker blue border or light tan parchment ...,,115.49,http://www.google.com/base/feeds/snippets/9819535654867778778
999,laplink software 4371 - ringtone media studio,laplink software 4371 : laplink software ringtone media studio - 4371 specifications : manufacturer : laplink software inc manufacturer part number : 4371,,22.97,http://www.google.com/base/feeds/snippets/14509597910951090367
1000,the sky 6 professional edition - astronomy software,adorama camera: thesky professional edition is designed for the advanced or professional astronomer. the professional edition contains the greatest number of features largest databases and most pictures. it has all the basic features described in ...,,189.95,http://www.google.com/base/feeds/snippets/1426726105026099803
1001,panda software bus sec 2006 w/ truprevent 251-500 3yr - b3pbsa6e-edu,,,38.0,http://www.google.com/base/feeds/snippets/18403038838809711957
1002,spector pro 6.0 from safe computer kids ltd.,spectorsoft spector professional 6.0 - advanced desktop monitoring software with 24 hour a day 7 days a week technical support via email or telephone (for windows) will record the exact sequence of everything that your children are doing on the pc ...,,84.99,http://www.google.com/base/feeds/snippets/615555263000456990
1003,software product line engineering; a family-based software development process,software product line engineering presents a breakthrough in software engineering: the family-oriented abstraction specification and translation (fast) process. developed at lucent technologies fast enables developers to build families of systems ...,,49.95,http://www.google.com/base/feeds/snippets/2000875756858654438
1004,nuance dragon naturallyspeaking v.9.0 professional - upgrade,voice recognition - english - pc,,212.62,http://www.google.com/base/feeds/snippets/18431827533263730235
1005,smart-sound sonicfire pro 4 mega bundle - mac os x audio software for video,sonicfire pro 4 mega bundle - music scoring software for video professionals with additional strata-series music libraries - mac os x sonicfire pro 4 mega bundle from smartsound is software for video professionals who need to quickly score audio for ...,,798.95,http://www.google.com/base/feeds/snippets/8657573991129287341
1006,antivirus 2007 win uk - ca - av2007dgbp01e,fortify your pc with early automatic defense against the latestviruses. if you?re unprotected viruses and other threats can invadein many ways - through email attachments downloads instantmessages and even web pages. from there they can erase ...,,19.65,http://www.google.com/base/feeds/snippets/18379596398162260464
1007,namco museum 50th anniversary,namco is celebrating 50 years of bringing you the greatest games on the planet by releasing the biggest and best compilation of time-honored all-star arcade classics. namco museum 50th anniversary features 14 of the most treasured namco original ...,,16.95,http://www.google.com/base/feeds/snippets/13375500071540864237
1008,business plan pro(r) 2004,business plan pro 2004 offers more than 400 sample plans so you never have to worry about writers block. just select one sample business plan to get you started. the easyplan wizard makes the software easy to use so you can be up and running in no ...,,99.87,http://www.google.com/base/feeds/snippets/13509576982494103012
1009,microsoft molpc l/sa csf svr 400pt - b7n-00132,,,156086.0,http://www.google.com/base/feeds/snippets/10841020142541781568
1010,wg7569 watchguard livesecurity service gold - watchguard serverlock for solaris technic,watchguard technologies wg7569 : usually ships in 24 hours : : watchguard technologies is pleased to offer you the gold livesecurity program.,,2279.02,http://www.google.com/base/feeds/snippets/13555492496576702552
1011,adobe cs3 web standard academic,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 4.5gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,,389.99,http://www.google.com/base/feeds/snippets/13129018892795959281
1012,sony creative software vegas43;dvd v.7.0 complete product,ecost.com: sony creative software vegas+dvd v.7.0 - complete product - multimedia - 1 user - complete productcomplete productstandard - pc from the graphics & development software department,,420.55,http://www.google.com/base/feeds/snippets/3972257194472902067
